Potra2n10c20406	AT2G39020
Potra2n10c20407	AT5G04240
Potra2n10c20408	AT3G60750
Potra2n10c20409	AT2G37030
Potra2n10c20410	AT5G03300
Potra2n10c20411	AT2G37040
Potra2n10c20416	AT5G04220
Potra2n10c20418	AT2G38970
Potra2n10c20419	AT4G14145
Potra2n10c20420	AT5G03250
Potra2n10c20421	AT2G01720
Potra2n10c20422	AT3G54800
Potra2n10c20423	AT3G54810
Potra2n10c20424	AT4G30080
Potra2n10c20425	AT5G42300
Potra2n10c20426	AT5G17530
Potra2n10c20427	AT2G39000
Potra2n10c20428	AT5G13570
Potra2n10c20429	AT3G54820
Potra2n10c20430	AT1G13810
Potra2n10c20433	AT5G19290
Potra2n10c20434	AT5G14990
Potra2n10c20436	AT4G23710
Potra2n10c20438	AT5G19500
Potra2n10c20439	AT2G39220
Potra2n10c20440	AT2G28880
Potra2n10c20441	AT1G16670
Potra2n10c20443	AT2G39180
Potra2n10c20444	AT3G54890
Potra2n10c20445	AT2G39190
Potra2n10c20446	AT3G07950
Potra2n10c20447	AT2G37150
Potra2n10c20448	AT1G50490
Potra2n10c20449	AT2G39200
Potra2n10c20450	AT1G61560
Potra2n10c20451	AT3G12090
Potra2n10c20452	AT3G07990
Potra2n10c20455	AT4G25030
Potra2n10c20456	AT3G52270
Potra2n10c20457	AT5G50840
Potra2n10c20458	AT5G60410
Potra2n10c20459	AT1G07920
Potra2n10c20460	AT2G34900
Potra2n10c20461	AT1G07920
Potra2n10c20462	AT1G07920
Potra2n10c20463	AT1G07920
Potra2n10c20466	AT5G03040
Potra2n10c20467	AT4G30230
Potra2n10c20469	AT2G35800
Potra2n10c20470	AT3G52300
Potra2n10c20471	AT1G07900
Potra2n10c20472	AT2G16880
Potra2n10c20473	AT2G35820
Potra2n10c20474	AT5G63220
Potra2n10c20475	AT5G51960
Potra2n10c20476	AT5G02960
Potra2n10c20477	AT2G38890
Potra2n10c20478	AT5G02950
Potra2n10c20479	AT3G54770
Potra2n10c20480	AT3G54970
Potra2n10c20482	AT1G49290
Potra2n10c20483	AT5G13610
Potra2n10c20485	AT2G28550
Potra2n10c20486	AT2G39260
Potra2n10c20488	AT3G45740
Potra2n10c20489	AT5G13510
Potra2n10c20490	AT5G13520
Potra2n10c20491	AT3G55005
Potra2n10c20492	AT2G39270
Potra2n10c20493	AT5G02810
Potra2n10c20495	AT5G02800
Potra2n10c20496	AT3G55020
Potra2n10c20497	AT3G55030
Potra2n10c20498	AT3G12620
Potra2n10c20499	AT4G08790
Potra2n10c20501	AT3G55060
Potra2n10c20507	AT1G07660
Potra2n10c20508	AT1G07660
Potra2n10c20509	AT5G13590
Potra2n10c20510	AT2G39340
Potra2n10c20511	AT3G12345
Potra2n10c20512	AT5G13580
Potra2n10c20513	AT1G28060
Potra2n10c20514	AT3G46290
Potra2n10c20515	AT3G46240
Potra2n10c20516	AT5G13560
Potra2n10c20517	AT2G39370
Potra2n10c20518	AT3G12360
Potra2n10c20519	AT5G04530
Potra2n10c20521	AT2G39380
Potra2n10c20522	AT2G39390
Potra2n10c20523	AT2G39420
Potra2n10c20524	AT3G55200
Potra2n10c20525	AT2G39430
Potra2n10c20526	AT2G28670
Potra2n10c20527	AT3G53540
Potra2n10c20528	AT1G75270
Potra2n10c20529	AT3G55240
Potra2n10c20531	AT5G13550
Potra2n10c20532	AT2G39450
Potra2n10c20533	AT3G07100
Potra2n10c20534	AT3G55260
Potra2n10c20535	AT3G06110
Potra2n10c20536	AT3G09110
Potra2n10c20538	AT5G01150
Potra2n10c20539	AT5G01150
Potra2n10c20540	AT3G09110
Potra2n10c20541	AT3G09110
Potra2n10c20543	AT5G01150
Potra2n10c20544	AT3G09110
Potra2n10c20545	AT3G55280
Potra2n10c20546	AT3G55330
Potra2n10c20547	AT3G55320
Potra2n10c20548	AT2G39470
Potra2n10c20549	AT4G01470
Potra2n10c20550	AT5G64620
Potra2n10c20551	AT5G64620
Potra2n10c20552	AT3G55340
Potra2n10c20553	AT3G55350
Potra2n10c20555	AT2G37430
Potra2n10c20556	AT5G13660
Potra2n10c20557	AT2G39510
Potra2n10c20558	AT5G65750
Potra2n10c20559	AT5G65750
Potra2n10c20560	AT3G46060
Potra2n10c20563	AT1G07770
Potra2n10c20564	AT1G27660
Potra2n10c20565	AT5G13680
Potra2n10c20566	AT5G59890
Potra2n10c20567	AT5G54980
Potra2n10c20568	AT2G39580
Potra2n10c20569	AT5G39050
Potra2n10c20570	AT5G02530
Potra2n10c20571	AT3G12590
Potra2n10c20573	AT1G65520
Potra2n10c20575	AT2G39570
Potra2n10c20576	AT3G46430
Potra2n10c20577	AT4G12560
Potra2n10c20578	AT4G12560
Potra2n10c20579	AT3G55400
Potra2n10c20580	AT3G46440
Potra2n10c20581	AT3G55390
Potra2n10c20582	AT2G27490
Potra2n10c20583	AT5G59300
Potra2n10c20585	AT3G12580
Potra2n10c20586	AT3G12570
Potra2n10c20587	AT5G17600
Potra2n10c20588	AT5G17600
Potra2n10c20589	AT2G39560
Potra2n10c20590	AT2G39550
Potra2n10c20591	AT3G04020
Potra2n10c20592	AT5G02500
Potra2n10c20594	AT3G12580
Potra2n10c20595	AT3G09440
Potra2n10c20596	AT3G55370
Potra2n10c20597	AT2G39518
Potra2n10c20598	AT1G55460
Potra2n10c20599	AT2G16050
Potra2n10c20600	AT2G39518
Potra2n10c20601	AT2G16050
Potra2n10c20602	AT2G16050
Potra2n10c20603	AT2G16050
Potra2n10c20604	AT1G55460
Potra2n10c20605	AT3G55360
Potra2n10c20606	AT3G12110
Potra2n10c20607	AT4G26055
Potra2n10c20608	AT2G39630
Potra2n10c20610	AT3G55420
Potra2n10c20611	AT3G55430
Potra2n10c20612	AT2G39650
Potra2n10c20613	AT3G12530
Potra2n10c20614	AT3G55440
Potra2n10c20615	AT1G07570
Potra2n10c20616	AT3G55460
Potra2n10c20617	AT3G55470
Potra2n10c20618	AT3G55470
Potra2n10c20619	AT3G55480
Potra2n10c20620	AT3G48670
Potra2n10c20623	AT2G39700
Potra2n10c20625	AT3G12560
Potra2n10c20626	AT1G07530
Potra2n10c20627	AT5G13830
Potra2n10c20628	AT5G13840
Potra2n10c20629	AT3G12380
Potra2n10c20630	AT5G02220
Potra2n10c20633	AT2G39705
Potra2n10c20634	AT3G55520
Potra2n10c20635	AT3G55530
Potra2n10c20636	AT2G39710
Potra2n10c20637	AT3G46620
Potra2n10c20638	AT3G11430
Potra2n10c20639	AT2G29190
Potra2n10c20640	AT3G21420
Potra2n10c20641	AT5G02140
Potra2n10c20642	AT4G15020
Potra2n10c20644	AT2G39730
Potra2n10c20646	AT3G58190
Potra2n10c20647	AT1G74260
Potra2n10c20649	AT3G55560
Potra2n10c20650	AT2G44920
Potra2n10c20651	AT3G11420
Potra2n10c20652	AT5G06060
Potra2n10c20653	AT3G11410
Potra2n10c20654	AT2G39740
Potra2n10c20655	AT1G07070
Potra2n10c20656	AT2G39750
Potra2n10c20657	AT2G39760
Potra2n10c20659	AT3G55580
Potra2n10c20660	AT3G11400
Potra2n10c20661	AT2G39770
Potra2n10c20662	AT3G53850
Potra2n10c20663	AT3G55605
Potra2n10c20664	AT2G39800
Potra2n10c20665	AT3G55605
Potra2n10c20666	AT2G39805
Potra2n10c20669	AT5G05987
Potra2n10c20670	AT4G38040
Potra2n10c20671	AT5G05980
Potra2n10c20672	AT5G05970
Potra2n10c20673	AT2G39840
Potra2n10c20674	AT2G39830
Potra2n10c20675	AT3G55640
Potra2n10c20676	AT5G02030
Potra2n10c20677	AT1G07410
Potra2n10c20679	AT5G59190
Potra2n10c20680	AT4G00230
Potra2n10c20681	AT1G34070
Potra2n10c20683	AT5G59080
Potra2n10c20684	AT3G53980
Potra2n10c20685	AT5G05940
Potra2n10c20687	AT5G05930
Potra2n10c20689	AT3G54000
Potra2n10c20690	AT5G59720
Potra2n10c20691	AT3G55700
Potra2n10c20693	AT3G11340
Potra2n10c20694	AT5G05840
Potra2n10c20695	AT3G55700
Potra2n10c20696	AT3G11340
Potra2n10c20697	AT5G05840
Potra2n10c20698	AT5G05830
Potra2n10c20700	AT3G55730
Potra2n10c20703	AT5G01090
Potra2n10c20704	AT2G39890
Potra2n10c20705	AT1G51740
Potra2n10c20706	AT2G37975
Potra2n10c20707	AT3G11320
Potra2n10c20709	AT2G39910
Potra2n10c20710	AT2G39900
Potra2n10c20711	AT3G55780
Potra2n10c20712	AT2G39920
Potra2n10c20713	AT1G36280
Potra2n10c20714	AT2G38080
Potra2n10c20715	AT2G38090
Potra2n10c20716	AT2G39940
Potra2n10c20717	AT2G39950
Potra2n10c20718	AT4G04200
Potra2n10c20719	AT2G39970
Potra2n10c20721	AT2G39980
Potra2n10c20722	AT3G11270
Potra2n10c20723	AT3G55820
Potra2n10c20725	AT3G11260
Potra2n10c20726	AT2G39990
Potra2n10c20727	AT4G00430
Potra2n10c20728	AT5G19200
Potra2n10c20729	AT3G55830
Potra2n10c20730	AT2G29670
Potra2n10c20731	AT3G18990
Potra2n10c20732	AT4G13440
Potra2n10c20733	AT2G40000
Potra2n10c20734	AT2G40010
Potra2n10c20735	AT5G05760
Potra2n10c20736	AT2G38120
Potra2n10c20739	AT5G05740
Potra2n10c20740	AT5G05730
Potra2n10c20741	AT2G20760
Potra2n10c20742	AT2G40070
Potra2n10c20743	AT5G05700
Potra2n10c20744	AT2G40110
Potra2n10c20745	AT3G51880
Potra2n10c20746	AT5G05690
Potra2n10c20747	AT5G05680
Potra2n10c20748	AT2G40095
Potra2n10c20749	AT3G11220
Potra2n10c20750	AT2G40090
Potra2n10c20751	AT3G11210
Potra2n10c20752	AT1G19080
Potra2n10c20753	AT2G13620
Potra2n10c20754	AT3G55920
Potra2n10c20755	AT2G40116
Potra2n10c20756	AT5G05660
Potra2n10c20757	AT3G55950
Potra2n10c20758	AT3G55960
Potra2n10c20759	AT2G40120
Potra2n10c20760	AT2G40130
Potra2n10c20761	AT5G05610
Potra2n10c20763	AT5G05600
Potra2n10c20765	AT5G05580
Potra2n10c20766	AT5G05570
Potra2n10c20767	AT3G55990
Potra2n10c20768	AT3G55990
Potra2n10c20769	AT2G40170
Potra2n10c20770	AT2G40180
Potra2n10c20771	AT3G11130
Potra2n10c20772	AT3G56010
Potra2n10c20774	AT2G40200
Potra2n10c20775	AT4G37260
Potra2n10c20778	AT2G40220
Potra2n10c20780	AT2G40230
Potra2n10c20781	AT5G05550
Potra2n10c20783	AT3G11090
Potra2n10c20784	AT3G46510
Potra2n10c20785	AT3G56040
Potra2n10c20786	AT2G40260
Potra2n10c20787	AT5G05520
Potra2n10c20788	AT5G05510
Potra2n10c20789	AT5G05500
Potra2n10c20790	AT4G18640
Potra2n10c20791	AT2G26650
Potra2n10c20792	AT5G05480
Potra2n10c20793	AT2G40280
Potra2n10c20794	AT2G40290
Potra2n10c20795	AT4G35920
Potra2n10c20796	AT1G09870
Potra2n10c20797	AT2G30130
Potra2n10c20798	AT5G05460
Potra2n10c20799	AT5G05460
Potra2n10c20800	AT5G05450
Potra2n10c20801	AT2G40320
Potra2n10c20802	AT2G17890
Potra2n10c20803	AT2G38310
Potra2n10c20804	AT5G20420
Potra2n10c20805	AT2G40340
Potra2n10c20806	AT2G40370
Potra2n10c20807	AT3G51740
Potra2n10c20808	AT5G05380
Potra2n10c20809	AT2G40390
Potra2n10c20810	AT2G13620
Potra2n10c20811	AT4G14270
Potra2n10c20813	AT5G49690
Potra2n10c20814	AT2G40410
Potra2n10c20815	AT2G22590
Potra2n10c20816	AT2G22590
Potra2n10c20817	AT2G40410
Potra2n10c20818	AT5G49690
Potra2n10c20819	AT2G38450
Potra2n10c20820	AT2G40410
Potra2n10c20821	AT3G56180
Potra2n10c20822	AT2G04420
Potra2n10c20823	AT3G10985
Potra2n10c20824	AT3G56190
Potra2n10c20825	AT3G56200
Potra2n10c20827	AT1G79410
Potra2n10c20828	AT3G03300
Potra2n10c20829	AT2G43460
Potra2n10c20830	AT5G17430
Potra2n10c20831	AT3G03305
Potra2n10c20832	AT5G17410
Potra2n10c20833	AT1G65430
Potra2n10c20834	AT3G59360
Potra2n10c20836	AT3G48480
Potra2n10c20837	AT1G05860
Potra2n10c20838	AT1G65450
Potra2n10c20839	AT1G65480
Potra2n10c20840	AT1G65470
Potra2n10c20842	AT1G65480
Potra2n10c20843	AT1G65470
Potra2n10c20844	AT3G02630
Potra2n10c20845	AT2G43710
Potra2n10c20846	AT5G16250
Potra2n10c20847	AT5G16260
Potra2n10c20848	AT5G36890
Potra2n10c20849	AT5G16270
Potra2n10c20850	AT1G65540
Potra2n10c20851	AT5G16290
Potra2n10c20852	AT5G48380
Potra2n10c20853	AT5G48380
Potra2n10c20856	AT5G48380
Potra2n10c20858	AT1G65560
Potra2n10c20859	AT1G65570
Potra2n10c20860	AT1G65580
Potra2n10c20861	AT1G65610
Potra2n10c20862	AT5G16300
Potra2n10c20864	AT1G65620
Potra2n10c20865	AT5G36950
Potra2n10c20867	AT1G79580
Potra2n10c20868	AT3G12670
Potra2n10c20870	AT1G54350
Potra2n10c20871	AT3G12685
Potra2n10c20872	AT1G65930
Potra2n10c20873	AT1G79250
Potra2n10c20874	AT3G06130
Potra2n10c20875	AT4G02860
Potra2n10c20876	AT1G79260
Potra2n10c20877	AT3G06130
Potra2n10c20878	AT4G02860
Potra2n10c20879	AT1G79270
Potra2n10c20880	AT3G12710
Potra2n10c20882	AT1G30870
Potra2n10c20883	AT1G79340
Potra2n10c20884	AT1G79350
Potra2n10c20885	AT1G79380
Potra2n10c20886	AT1G79390
Potra2n10c20887	AT1G54330
Potra2n10c20888	AT3G12720
Potra2n10c20889	AT1G16390
Potra2n10c20891	AT1G79420
Potra2n10c20892	AT1G79430
Potra2n10c20893	AT1G79440
Potra2n10c20894	AT1G54320
Potra2n10c20895	AT1G54310
Potra2n10c20896	AT1G79460
Potra2n10c20897	AT1G16350
Potra2n10c20898	AT1G79480
Potra2n10c20899	AT1G79490
Potra2n10c20900	AT3G12750
Potra2n10c20902	AT1G16330
Potra2n10c20903	AT2G40980
Potra2n10c20904	AT1G79510
Potra2n10c20906	AT1G16310
Potra2n10c20907	AT1G16310
Potra2n10c20908	AT1G16310
Potra2n10c20910	AT1G16310
Potra2n10c20911	AT5G13010
Potra2n10c20912	AT1G16300
Potra2n10c20913	AT1G16290
Potra2n10c20914	AT5G44800
Potra2n10c20915	AT3G12780
Potra2n10c20916	AT1G56180
Potra2n10c20917	AT1G79560
Potra2n10c20919	AT3G19895
Potra2n10c20920	AT1G01550
Potra2n10c20921	AT3G19850
Potra2n10c20922	AT1G50300
Potra2n10c20923	AT3G19840
Potra2n10c20924	AT3G19830
Potra2n10c20925	AT2G30650
Potra2n10c20926	AT3G19810
Potra2n10c20927	AT3G19820
Potra2n10c20928	AT4G33540
Potra2n10c20929	AT4G27640
Potra2n10c20930	AT3G19900
Potra2n10c20931	AT2G02955
Potra2n10c20932	AT1G69600
Potra2n10c20936	AT1G14260
Potra2n10c20937	AT2G02970
Potra2n10c20939	AT3G28960
Potra2n10c20941	AT2G02980
Potra2n10c20942	AT2G02990
Potra2n10c20943	AT1G26810
Potra2n10c20944	AT1G09157
Potra2n10c20945	AT1G26800
Potra2n10c20946	AT1G14190
Potra2n10c20947	AT1G14190
Potra2n10c20949	AT5G39660
Potra2n10c20950	AT1G26780
Potra2n10c20951	AT2G03050
Potra2n10c20952	AT2G03060
Potra2n10c20953	AT2G03090
Potra2n10c20957	AT1G14170
Potra2n10c20958	AT1G69510
Potra2n10c20959	AT3G53720
Potra2n10c20960	AT1G14150
Potra2n10c20961	AT1G18720
Potra2n10c20962	AT1G69500
Potra2n10c20963	AT1G69490
Potra2n10c20964	AT2G03150
Potra2n10c20965	AT1G14140
Potra2n10c20966	AT3G01140
Potra2n10c20967	AT1G26550
Potra2n10c20968	AT1G26750
Potra2n10c20969	AT1G14040
Potra2n10c20970	AT1G26740
Potra2n10c20972	AT1G14020
Potra2n10c20973	AT1G26690
Potra2n10c20974	AT1G14000
Potra2n10c20975	AT1G13990
Potra2n10c20976	AT1G26670
Potra2n10c20977	AT1G29150
Potra2n10c20978	AT3G01100
Potra2n10c20981	AT1G69440
Potra2n10c20986	AT1G69430
Potra2n10c20988	AT1G69420
Potra2n10c20989	AT1G13970
Potra2n10c20990	AT1G13960
Potra2n10c20991	AT1G26640
Potra2n10c20992	AT1G13950
Potra2n10c20993	AT1G69400
Potra2n10c20995	AT1G69380
Potra2n10c20996	AT2G03350
Potra2n10c20997	AT1G69370
Potra2n10c20998	AT2G03360
Potra2n10c20999	AT2G03360
Potra2n10c21000	AT1G13940
Potra2n10c21002	AT2G03380
Potra2n10c21003	AT1G69350
Potra2n10c21004	AT2G03390
Potra2n10c21005	AT1G69340
Potra2n10c21006	AT2G03420
Potra2n10c21007	AT2G03430
Potra2n10c21009	AT1G13930
Potra2n10c21010	AT1G69325
Potra2n10c21011	AT1G69330
Potra2n10c21013	AT5G61250
Potra2n10c21014	AT5G61240
Potra2n10c21015	AT1G69320
Potra2n10c21016	AT1G13900
Potra2n10c21017	AT1G13890
